objectid,stopname,trapezestopabbr,stopid,latitude,longitude,atstreet,onstreet,shelter,insert_timestamp,sde_id,signupid,supervisor_district,shape,data_as_of,data_loaded_at,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,rucusstopabbr,position,orientation,serviceplanningstoptype,accessibilitymask,stop_lat,stop_lon,GEOID
79370,San Bruno Ave&Harkness Ave NE-FS/BZ,SBROHARK,7899,37.718043,-122.400114,HARKNESS AVE,SAN BRUNO AVE,0,1739804614000,16056549,148,10,"{'type': 'Point', 'coordinates': [-122.400114, 37.718043]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,9,25,91,91,,,,,,37.718043,-122.400114,060750258002
77944,Lincoln Blvd&Girard Rd SE-FS/SB,LINCGIRR,7027,37.800551,-122.45389,GIRARD RD,LINCOLN BLVD,0,1739804614000,16054261,148,2,"{'type': 'Point', 'coordinates': [-122.45389, 37.800551]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,,6,27,3,3,LINCGIRR,MI,SW,,,37.800551,-122.45389,060750601002
77847,Fulton St&4TH Ave NW-FS/BZ,FULT 4A0,4730,37.773952,-122.461659,FULTON ST,04TH AVE,0,1739804614000,16055656,148,1,"{'type': 'Point', 'coordinates': [-122.461659, 37.773952]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,11,5,5,FULT 4AV,FS,NW,BZ,,37.773952,-122.461659,060750451002
76635,280 Buckingham Way SE-NS/BZ,BUCKH281,3802,37.72748,-122.480035,,BUCKINGHAM WAY,0,1739804614000,16046134,148,7,"{'type': 'Point', 'coordinates': [-122.480035, 37.72748]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,16,41,41,BUCKH280,NS,SE,BZ,,37.72748,-122.480035,060750332011
77460,Jackson St&Hyde St NE-NS,JACKHYD0,5150,37.79464,-122.417994,HYDE ST,JACKSON ST,0,1739804614000,16048554,148,3,"{'type': 'Point', 'coordinates': [-122.417994, 37.79464]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,32,16,16,JACKHYDE,NS,NE,,,37.79464,-122.417994,060750110022
76751,Clayton St&Market St NW-FS/PS,CLTNMRK1,4079,37.758382999999995,-122.444479,MARKET ST,CLAYTON ST,0,1739804614000,16046331,148,8,"{'type': 'Point', 'coordinates': [-122.444479, 37.758383]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,5,5,115,115,CLTNMRKT,FS,NW,,,37.758382999999995,-122.444479,060750204011
76769,California St&Polk St SW-NS,CALIPOL1,3889,37.790492,-122.420828,POLK ST,CALIFORNIA ST,0,1739804614000,16046370,148,3,"{'type': 'Point', 'coordinates': [-122.420828, 37.790492]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,3,21,105,105,CALIPOLK,NS,SW,,,37.790492,-122.420828,060750111021
78908,San Bruno Ave&Thornton Ave E-NS/BZ,SBROTHR1,6367,37.73026,-122.40462,THORNTON AVE,SAN BRUNO AVE,0,1739804614000,16052093,148,9,"{'type': 'Point', 'coordinates': [-122.40462, 37.73026]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,2,25,91,91,SBROTHRN,NS,EA,BZ,,37.73026,-122.40462,060750257022
76347,24th St&Folsom St SE-FS/BZ,24STFOL1,3470,37.752462,-122.413933,FOLSOM ST,24TH ST,0,1739804614000,16045547,148,9,"{'type': 'Point', 'coordinates': [-122.413933, 37.752462]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,24STFOLS,FS,SE,BZ,,37.752462,-122.413933,060750229012
76510,19th Ave&Vicente St NE-FS/BB,19AVVCT1,3398,37.739546,-122.47531000000001,VICENTE ST,19TH AVE,0,1739804614000,16045703,148,7,"{'type': 'Point', 'coordinates': [-122.47531, 37.739546]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,46,46,19AVVCTE,NS,SE,FL,,37.739546,-122.47531000000001,060750308005
77946,Sacramento St&Octavia St N-NS/BZ,SACOOCT0,6309,37.79076,-122.42746,OCTAVIA ST,SACRAMENTO ST,0,1739804614000,16054264,148,2,"{'type': 'Point', 'coordinates': [-122.42746, 37.79076]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,30,102,102,SACOOCTA,MI,NO,BZ,,37.79076,-122.42746,060750131021
77351,Holloway Ave&Junipero Serra SW-NS,HOLLJ S0,5037,37.721485,-122.472713,JUNIPERO SERRA BLVD,HOLLOWAY AVE,0,1739804614000,16048183,148,7,"{'type': 'Point', 'coordinates': [-122.472713, 37.721485]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,41,41,HOLLJ S,NS,SW,,,37.721485,-122.472713,060750309007
78076,Rhode Island St&19th St NW-MI/SB,R IS19S0,6193,37.76088,-122.40233,19TH ST,RHODE ISLAND ST,0,1739804614000,16051309,148,10,"{'type': 'Point', 'coordinates': [-122.40233, 37.76088]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,26,54,54,R IS19ST,MI,NW,,,37.76088,-122.40233,060750227042
76780,Fulton St&Stanyan St SE-FS/BZ,FULTSTA1,4235,37.774755999999996,-122.454519,STANYAN ST,FULTON ST,0,1739804614000,16046813,148,1,"{'type': 'Point', 'coordinates': [-122.454519, 37.774756]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,4,18,12,12,FULTSTAN,FS,SE,BZ,,37.774756,-122.454519,060750165004
79220,Taraval St&32nd Ave SW-NS/SI,TARA32A1,6629,37.742402,-122.489801,32ND AVE,TARAVAL ST,0,1739804614000,16055485,148,4,"{'type': 'Point', 'coordinates': [-122.489801, 37.742402]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,7,35,40,40,TARA32AV,NS,SW,,,37.742402,-122.489801,060750330012
78969,Still St&Lyell St NE-NS/PS,STILLYE1,6509,37.731837,-122.431319,LYELL ST,STILL ST,0,1739804614000,16050598,148,11,"{'type': 'Point', 'coordinates': [-122.431319, 37.731837]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,28,94,94,STILLYEL,NS,NE,FL,,37.731837,-122.431319,060750255023
78592,Sagamore St&Orizaba Ave SE-FS,SAGAORI1,6324,37.711279999999995,-122.46198,ORIZABA AVE,SAGAMORE ST,0,1739804614000,16051794,148,11,"{'type': 'Point', 'coordinates': [-122.46198, 37.71128]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,1,24,81,81,SAGAORIZ,FS,SE,FL,,37.711279999999995,-122.46198,060750314012
79125,Powell St&Sacramento St W-MI,POWLSAC1,6074,37.79296,-122.409443,SACRAMENTO ST,POWELL ST,0,1739804614000,16050785,148,3,"{'type': 'Point', 'coordinates': [-122.409443, 37.79296]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,21,16,16,POWLSACO,MI,WE,,,37.79296,-122.409443,060750112002
78581,Sacramento St&Hyde St NE-NS/BZ,SACOHYD0,6300,37.79199,-122.41749,HYDE ST,SACRAMENTO ST,0,1739804614000,16051767,148,3,"{'type': 'Point', 'coordinates': [-122.41749, 37.79199]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,21,16,16,SACOHYDE,NS,NE,BZ,,37.79199,-122.41749,060750111012
76964,Eddy St&Gough St NW-FS/BZ,EDDYGOU0,4477,37.782516,-122.42427,GOUGH ST,EDDY ST,0,1739804614000,16047377,148,2,"{'type': 'Point', 'coordinates': [-122.42427, 37.782516]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,11,39,100,100,EDDYGOUG,FS,NW,BZ,,37.782516,-122.42427,060750159001
76393,7th Ave&Moraga St NE-FS/PS,.7AVMOR1,3189,37.756766999999996,-122.46357,MORAGA ST,7TH AVE,0,1739804614000,16045300,148,7,"{'type': 'Point', 'coordinates': [-122.46357, 37.756767]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,8,14,111,111,,,NE,,,37.756766999999996,-122.46357,060750301021
76446,Bryant St&23RD St SW-FS/BB,BRYT23S0,3745,37.754149999999996,-122.40932,23RD ST,BRYANT ST,0,1739804614000,16045909,148,9,"{'type': 'Point', 'coordinates': [-122.40932, 37.75415]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,BRYT23ST,FS,SW,BB,,37.754149999999996,-122.40932,060750229021
78145,Third Street&Marin St NW-NS/SB,.3STMRN0,7378,37.749097,-122.387571,MARIN ST,3RD ST,0,1739804614000,16054463,148,10,"{'type': 'Point', 'coordinates': [-122.387571, 37.749097]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,56,56,,,,,,37.749097,-122.387571,060759809001
78887,Judah St&La Playa St NW-FS,JUDALAP0,7219,37.760349,-122.508685,LA PLAYA,JUDAH ST,0,1739804614000,16050577,148,4,"{'type': 'Point', 'coordinates': [-122.508685, 37.760349]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,7,35,39,39,,,,,,37.760349,-122.508685,060750352022
77272,Hyde St&Clay St NW-NS/BZ,HYDECLA0,5068,37.79287,-122.41784,CLAY ST,HYDE ST,0,1739804614000,16048278,148,3,"{'type': 'Point', 'coordinates': [-122.41784, 37.79287]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,32,16,16,HYDECLAY,NS,NW,BZ,,37.79287,-122.41784,060750110011
78449,Fulton St & Shrader St  SW-NS/BZ,FULTSHRD,7499,37.774907,-122.45312,SHRADER ST,FULTON ST,0,1739804614000,16056191,148,1,"{'type': 'Point', 'coordinates': [-122.45312, 37.774907]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,4,18,12,12,,,,,,37.774907,-122.45312,060750165004
78652,Industrial St&Bayshore Blvd SE-FS,INDSBSH0,5093,37.737943,-122.40678,BAYSHORE BLVD,INDUSTRIAL ST,0,1739804614000,16054898,148,10,"{'type': 'Point', 'coordinates': [-122.40678, 37.737943]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,82,82,INDSBSHR,FS,SE,BZ,,37.737943,-122.40678,060750230011
76992,Folsom St&16TH St SW-FS/BZ,FOLS16S0,4669,37.765231,-122.41541699999999,16TH ST,FOLSOM ST,0,1739804614000,16047464,148,9,"{'type': 'Point', 'coordinates': [-122.415417, 37.765231]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,FOLS16ST,NS,NW,BZ,,37.765231,-122.41541699999999,060750177002
79075,Market St & South Van Ness Ave S-N/SI,MRKTSOV1,5692,37.775056,-122.419321,SOUTH VAN NESS AVE,MARKET ST,0,1739804614000,16050763,148,6,"{'type': 'Point', 'coordinates': [-122.419321, 37.775056]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,20,32,32,MRKTSOVN,NS,SO,SI,,37.775056,-122.419321,060750201011
77125,Folsom St&6TH St E-FS/BZ,FOLS 6S1,4660,37.778628999999995,-122.40532400000001,6TH ST,FOLSOM ST,0,1739804614000,16047721,148,6,"{'type': 'Point', 'coordinates': [-122.405324, 37.778629]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,34,32,32,FOLS 6ST,FS,EA,BZ,,37.778628999999995,-122.40532400000001,060750178044
77124,Folsom St&4TH St E-FS/BZ,FOLS.4S1,4658,37.782045,-122.401104,MABINI ST,FOLSOM ST,0,1739804614000,16047720,148,6,"{'type': 'Point', 'coordinates': [-122.401104, 37.782045]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,1,10,34,32,32,FOLS.4ST,FS,EA,BZ,,37.782045,-122.401104,060750178013
77008,Diamond St&Bosworth St SW-FS/BZ,DIAMBOS0,4387,37.733452,-122.434217,BOSWORTH ST,DIAMOND ST,0,1739804614000,16047116,148,8,"{'type': 'Point', 'coordinates': [-122.434217, 37.733452]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,41,96,96,DIAMBOSW,FS,SW,BZ,,37.733452,-122.434217,060750311001
77508,Mission St&18th St SW-FS/BZ,MISS18S0,5554,37.761761,-122.41946300000001,18TH ST,MISSION ST,0,1739804614000,16049082,148,9,"{'type': 'Point', 'coordinates': [-122.419463, 37.761761]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,2,20,53,53,MISS18ST,FS,SW,BZ,,37.761761,-122.41946300000001,060750208022
76594,Alana Way&Executive Park Blvd NE-NS/SB,ALANEXP1,3619,37.70898,-122.39422,EXECUTIVE PARK BLVD,ALANA WAY,0,1739804614000,16046047,148,10,"{'type': 'Point', 'coordinates': [-122.39422, 37.70898]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,79,79,ALANEXPK,NS,NE,,,37.70898,-122.39422,060750610003
77415,Industrial St&Revere Ave NE-NS/SB,INDSRVR1,5096,37.739129999999996,-122.40305000000001,REVERE AVE,INDUSTRIAL ST,0,1739804614000,16048810,148,10,"{'type': 'Point', 'coordinates': [-122.40305, 37.73913]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,82,82,INDSRVRE,NS,NE,,,37.739129999999996,-122.40305000000001,060759809001
76597,Alemany Blvd&St Charles Ave SW-NS/SB,ALEMSTC1,3628,37.710359,-122.469458,ST CHARLES AVE,ALEMANY BLVD,0,1739804614000,16046051,148,7,"{'type': 'Point', 'coordinates': [-122.469458, 37.710359]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,24,65,65,ALEMSTCH,NS,SW,FL,,37.710359,-122.469458,060750313023
76906,Drumm St&California St NE-FS/BZ,DRUMCAL0,4445,37.79398,-122.39635,CALIFORNIA ST,DRUMM ST,0,1739804614000,16046744,148,3,"{'type': 'Point', 'coordinates': [-122.39635, 37.79398]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,8,108,108,DRUMCALI,FS,NE,BZ,,37.79398,-122.39635,060750105002
77244,Geneva Ave&Madrid St N-FS/BZ,GNVAMAD0,4884,37.715143,-122.438034,MADRID ST,GENEVA AVE,0,1739804614000,16048154,148,11,"{'type': 'Point', 'coordinates': [-122.438034, 37.715143]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,1,7,90,90,GNVAMADR,FS,NO,BZ,,37.715143,-122.438034,060750263011
78995,Jackson St&Van Ness Ave NE-NS/BZ,JACKV.N0,5165,37.793999,-122.422867,VAN NESS AVE,JACKSON ST,0,1739804614000,16050677,148,3,"{'type': 'Point', 'coordinates': [-122.422867, 37.793999]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,3,32,105,105,JACKV.N.,NS,NE,BZ,,37.793999,-122.422867,060750110023
77269,Hoffman Ave&22nd St SE-NS/PS,HOFF22S0,5031,37.75401,-122.44089,22ND ST,HOFFMAN AVE,0,1739804614000,16048272,148,8,"{'type': 'Point', 'coordinates': [-122.44089, 37.75401]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,3,5,22,51,51,HOFF22ST,NS,SE,,,37.75401,-122.44089,060750212003
78141,3rd St&23rd St SW-FS/SI,3ST 23S1,7363,37.755263,-122.388047,23RD ST,03RD ST,0,1739804614000,16054427,148,10,"{'type': 'Point', 'coordinates': [-122.388047, 37.755263]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,26,56,56,3ST 23S1,FS,SW,SI,,37.755263,-122.388047,060750226001
76456,Bradford St&Bernal Heights Blvd SW,BRFDBHT1,3709,37.74286,-122.4094,BERNAL HEIGHTS BLVD,BRADFORD ST,0,1739804614000,16045926,148,9,"{'type': 'Point', 'coordinates': [-122.4094, 37.74286]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,2,83,83,BRFDBHTS,FS,SW,,,37.74286,-122.4094,060750251002
78792,Geary St&Powell St NW-FS/BZ,GEARPOW0,4757,37.787400999999996,-122.408391,POWELL ST,GEARY ST,0,1739804614000,16050486,148,3,"{'type': 'Point', 'coordinates': [-122.408391, 37.787401]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,36,19,19,GEARPOWL,FS,NW,BZ,,37.787400999999996,-122.408391,060750123023
79319,Connecticut St&26TH St SW-FS/SB,CONN26S0,4130,37.751028,-122.396488,26TH ST,CONNECTICUT ST,0,1739804614000,16054068,148,10,"{'type': 'Point', 'coordinates': [-122.396488, 37.751028]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,54,54,CONN26ST,FS,SW,,,37.751028,-122.396488,060759809001
76571,De Haro St&20TH St SE-NS/SB,DHRO20S1,4354,37.759667,-122.401026,20TH ST,DE HARO ST,0,1739804614000,16046284,148,10,"{'type': 'Point', 'coordinates': [-122.401026, 37.759667]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,26,54,54,DHRO20ST,NS,SE,,,37.759667,-122.401026,060750227043
78492,Quintara St&Cragmont Ave SE-FS/PS,QUINCRA1,6169,37.748976999999996,-122.467051,CRAGMONT AVE,QUINTARA ST,0,1739804614000,16053205,148,7,"{'type': 'Point', 'coordinates': [-122.467051, 37.748977]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,41,44,44,QUINCRAG,FS,SE,,,37.748977,-122.467051,060750304003
79429,Stockton & Washington ST NS SE,STOK.WAS,8117,37.794878,-122.40804299999999,WASHINGTON ST,STOCKTON ST,0,1739804614000,16056737,148,3,"{'type': 'Point', 'coordinates': [-122.408043, 37.794878]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,6,104,104,,,,,,37.794878,-122.40804299999999,060750611022
78661,Mission St&Highland Ave SW-FS/BZ,MISSHIG0,5597,37.73706,-122.4242,HIGHLAND AVE,MISSION ST,0,1739804614000,16054921,148,8,"{'type': 'Point', 'coordinates': [-122.4242, 37.73706]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,2,61,61,MISSHIGH,FS,SW,BZ,,37.73706,-122.4242,060750254013
77356,Hudson Ave&Cashmere St N-NS/SB,HUDSCAS0,5043,37.735958,-122.383545,CASHMERE ST,HUDSON AVE,0,1739804614000,16048192,148,10,"{'type': 'Point', 'coordinates': [-122.383545, 37.735958]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,HUDSCASH,N,NS,SB,,37.735958,-122.383545,060750231021
75928,Beach St&Polk St N-MB/BZ,BECHPOL0,3093,37.806374999999996,-122.42319499999999,POLK ST,BEACH ST,0,1739804614000,16045065,148,2,"{'type': 'Point', 'coordinates': [-122.423195, 37.806375]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,6,32,98,98,BECHPOLK,MB,NO,BZ,,37.806374999999996,-122.42319499999999,060750102021
77104,Fillmore St&Lombard St SW-FS/BZ,FILLLOM0,4627,37.799595,-122.43605099999999,LOMBARD ST,FILLMORE ST,0,1739804614000,16047687,148,2,"{'type': 'Point', 'coordinates': [-122.436051, 37.799595]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,13,15,15,FILLLOMB,FS,SW,BZ,,37.799595,-122.43605099999999,060750128021
78706,Sacramento St&Cherry St SE-FS/BZ,SACOCHR0,6293,37.786908,-122.45656,CHERRY ST,SACRAMENTO ST,0,1739804614000,16051868,148,2,"{'type': 'Point', 'coordinates': [-122.45656, 37.786908]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,6,31,10,10,SACOCHRY,FS,SE,BZ,,37.786908,-122.45656,060750133005
76286,16th Ave&Moraga St E-MI/SB,16AVMOR1,3276,37.7563,-122.47361000000001,MORAGA ST,16TH AVE,0,1739804614000,16045379,148,7,"{'type': 'Point', 'coordinates': [-122.47361, 37.7563]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,8,14,44,44,16AVMORA,MI,EA,FL,,37.7563,-122.47361000000001,060750303014
79059,3rd St&Carroll Ave NE-FS/SI,3ST CAR0,7343,37.725491,-122.394222,CARROLL AVE,3RD ST,0,1739804614000,16055301,148,10,"{'type': 'Point', 'coordinates': [-122.394222, 37.725491]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,2,9,1,86,86,3ST CAR0,FS,NE,SI,,37.725491,-122.394222,060750234001
79170,Plymouth Ave&Lakeview Ave NW-NS,PLYMLKV0,5964,37.718454,-122.456209,LAKEVIEW AVE,PLYMOUTH AVE,0,1739804614000,16053889,148,11,"{'type': 'Point', 'coordinates': [-122.456209, 37.718454]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,10,1,24,64,64,PLYMLKVW,NS,NW,FL,,37.718454,-122.456209,060750312021
77281,Grove St&Van Ness Ave SE-FS/BZ,GROVV.N1,4923,37.778188,-122.419743,GROVE ST,GROVE ST,0,1739804614000,16048321,148,5,"{'type': 'Point', 'coordinates': [-122.419743, 37.778188]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,10,36,21,21,GROVV.N.,FS,SE,BZ,,37.778188,-122.419743,060750124052
76161,Balboa St&32ND Ave SW-NS/PS,BBOA32A1,3058,37.77589,-122.49205599999999,32ND AVE,BALBOA ST,0,1739804614000,16045107,148,1,"{'type': 'Point', 'coordinates': [-122.492056, 37.77589]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,8,4,29,8,8,BBOA32AV,NS,SW,,,37.77589,-122.49205599999999,060750478013
79121,Upper Ter&Masonic Ave N-NS/SB,UP TMSIC,6797,37.76545,-122.44337999999999,MASONIC AVE,UPPER TER,0,1739804614000,16055417,148,8,"{'type': 'Point', 'coordinates': [-122.44338, 37.76545]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,7,5,3,112,112,UP TMSIC,NS,NO,,,37.76545,-122.44337999999999,060750171011
79301,Fillmore St&Pine St NE-FS/BZ,FILLPIN0,4635,37.788049,-122.433565,PINE ST,FILLMORE ST,0,1739804614000,16054011,148,2,"{'type': 'Point', 'coordinates': [-122.433565, 37.788049]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,4,6,30,102,102,FILLPINE,FS,NE,BZ,,37.788049,-122.433565,060750152022
76871,Chenery St&Miguel St S-NS/PS,CHNYMIG1,3971,37.73714,-122.42775,MIGUEL ST,CHENERY ST,0,1739804614000,16047033,148,8,"{'type': 'Point', 'coordinates': [-122.42775, 37.73714]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,5,10,59,59,CHNYMIGL,NS,SO,FL,,37.73714,-122.42775,060750218003
78291,Folsom St&Ogden Ave SW-FS/PS,FOLSOGD1,4696,37.73579,-122.41364,OGDEN ST,FOLSOM ST,0,1739804614000,16051560,148,9,"{'type': 'Point', 'coordinates': [-122.41364, 37.73579]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,9,2,2,83,83,FOLSOGDN,FS,SW,,,37.73579,-122.41364,060750254022
77382,North Point St&Stockton St NE-NS/BZ,N PTSTO0,5470,37.80704,-122.41038,STOCKTON ST,NORTH POINT ST,0,1739804614000,16048694,148,3,"{'type': 'Point', 'coordinates': [-122.41038, 37.80704]}",2025-02-18T10:52:34.000,2025-02-22T10:13:21.000,6,3,23,99,99,N PTSTOK,NS,NE,BZ,,37.80704,-122.41038,060750101011
